14, Male, Karnataka (KA), 6658546700, 162.10136817833282, 73.43899328173931
65, Female, Nagaland (NL), 6969205268, 176.7456576950862, 67.24959592712871
35, Female, Rajasthan (RJ), 8670846145, 151.38078814705273, 68.99617159821246
68, Female, Mizoram (MZ), 8663696411, 169.35990056689508, 61.55341592661196
24, Female, Telangana (TS), 7278499668, 172.5942920197262, 63.05403577617368
13, Female, Himachal Pradesh (HP), 7861279753, 157.04276900879256, 71.3902222582888
5, Female, Uttarakhand (UK), 9946209802, 168.06950430605633, 75.92397037360594
78, Female, Gujarat (GJ), 6694889776, 162.8850313156267, 68.49779259488028
76, Male, Manipur (MN), 9036178578, 144.46204195844297, 71.05672053360571
75, Female, Chhattisgarh (CG), 7024834885, 187.74348378444571, 71.52388347625028
87, Male, Arunachal Pradesh (AR), 8349466586, 151.0690697015222, 68.37493286141589
13, Female, Sikkim (SK), 9211369986, 153.65653619783035, 71.39773604793912
47, Female, Arunachal Pradesh (AR), 9485769597, 149.12782164888281, 75.58639591613965
24, Male, Rajasthan (RJ), 7271689503, 164.5165825558669, 75.1914306113248
36, Female, Jammu and Kashmir (JK), 7972222111, 166.38462673394892, 79.28328542969274
54, Male, Arunachal Pradesh (AR), 7412570452, 167.288742394776, 67.01613933376734
37, Male, Karnataka (KA), 8544584925, 171.39950835364144, 76.70254172988432
58, Male, Nagaland (NL), 7416980488, 166.2952948240421, 77.47909746690631
37, Male, Karnataka (KA), 9638672108, 155.6859590684212, 61.01065637344724
78, Female, Meghalaya (ML), 6748979637, 150.15360007581194, 68.15632016537921
41, Male, Sikkim (SK), 7280445050, 148.61206589612385, 66.60689504496179
53, Female, Gujarat (GJ), 7353960303, 157.99203605956987, 67.6682587867501
60, Male, Andhra Pradesh (AP), 8593375102, 165.03444545279743, 61.21945503361685
58, Male, Telangana (TS), 7854494685, 168.73171472168616, 69.16436367840471
68, Female, Arunachal Pradesh (AR), 7109070459, 161.4659820787061, 72.54931352935756
77, Female, Jammu and Kashmir (JK), 6351553661, 180.41948683601453, 69.22707233105872
37, Male, Tripura (TR), 7903760134, 164.2869003025654, 68.75412427726455
63, Female, Odisha(OR), 6993565996, 142.43232590469162, 66.89679174568587
44, Female, Rajasthan (RJ), 9978976157, 140.1620259640572, 66.38984933025024
28, Male, Punjab (PB), 8862621402, 155.37984079267667, 71.85165083253426
9, Male, Sikkim (SK), 9190074974, 146.53616531876747, 69.33472435158434
34, Male, West Bengal (WB), 9945542880, 148.7924311867348, 86.50548430384138
44, Male, Telangana (TS), 6446765721, 168.57073562084526, 73.57533719064583
24, Female, Jharkhand (JH), 6575555187, 143.66420003190518, 68.7524779855039
67, Male, Goa (GA), 9691236348, 160.64599306911782, 69.73675798911309
34, Male, Haryana (HR), 7755709907, 155.3114727644933, 71.39315903927476
44, Male, Meghalaya (ML), 6782693477, 168.08264378845334, 69.77330257875447
61, Female, West Bengal (WB), 9679672051, 157.761255250688, 70.23191536287628
68, Male, Meghalaya (ML), 6230457210, 151.32500752991976, 73.85970078433239
28, Male, Punjab (PB), 6891987878, 181.47400686071902, 76.78901752876673
28, Male, Meghalaya (ML), 8955906494, 163.30491131817902, 75.11207817098447
94, Female, Jammu and Kashmir (JK), 6769327194, 158.79780457934334, 71.91350335397838
6, Male, Haryana (HR), 9069441314, 165.82480414842038, 72.82970606011287
4, Male, Goa (GA), 6660208959, 163.7918208785814, 69.20204807052112
92, Male, Tamil Nadu (TN), 8920931819, 157.0526579348895, 68.94128153201369
50, Female, Manipur (MN), 8392636031, 165.71535386191542, 71.91329217482419
95, Male, Tripura (TR), 6506722081, 154.9371851394697, 76.02336932084404
12, Female, Sikkim (SK), 6106812350, 147.9729615912934, 71.56585216619585
47, Female, Punjab (PB), 9371087561, 165.16819021742398, 68.75100815067859
11, Female, Rajasthan (RJ), 9898640500, 160.57170680008883, 78.98068970698542
97, Male, Karnataka (KA), 7361493491, 150.83582765730876, 60.303758940336564
70, Male, Gujarat (GJ), 7148976830, 158.61422532027385, 68.88393228440476
5, Female, Meghalaya (ML), 6285651698, 183.5917303395513, 69.55344578235162
47, Female, Goa (GA), 8479646681, 166.79809386671857, 75.02699915066015
13, Male, Tamil Nadu (TN), 6940830033, 164.05057841653542, 70.26536461852581
62, Male, Punjab (PB), 8620346336, 168.85440626190578, 61.45166606501097
32, Female, Jharkhand (JH), 9292270610, 167.19018144602114, 69.79509137520688
74, Female, Telangana (TS), 8270856174, 148.85450980634388, 70.31535382800647
83, Female, Himachal Pradesh (HP), 6678083070, 157.0424890721662, 76.7251631863566
91, Female, Jammu and Kashmir (JK), 9947671292, 159.80280336635593, 71.51236547484788
77, Male, Mizoram (MZ), 9793614982, 169.1427144383909, 68.3901532531033
87, Female, Punjab (PB), 9651673695, 164.69420529403365, 70.24385471919061
92, Female, Nagaland (NL), 7983910772, 169.5268850980093, 65.64092026388329
14, Female, Chhattisgarh (CG), 6704109624, 165.2708372716371, 69.15530593849536
39, Male, Arunachal Pradesh (AR), 6741153918, 176.8712179507482, 75.00140005669122
46, Male, Uttarakhand (UK), 9495422889, 164.4102372486004, 57.90529989885188
88, Male, Odisha(OR), 8301694959, 151.8591643217374, 60.40857658886338
65, Male, West Bengal (WB), 9188645348, 151.06195218736977, 64.88931412724921
90, Female, Arunachal Pradesh (AR), 8660658869, 153.00333164842826, 66.79259396969833
28, Male, Uttarakhand (UK), 8645866834, 169.38121204429578, 71.4434378052299
42, Female, Telangana (TS), 9247896278, 165.82709587707524, 68.76548772647538
74, Female, Uttar Pradesh (UP), 6100937411, 159.08341240398542, 68.19983581985065
81, Male, Chhattisgarh (CG), 9456391918, 155.0555510606062, 64.9194868759379
73, Female, Telangana (TS), 6080570131, 165.4952454627856, 71.75773995528444
5, Male, Himachal Pradesh (HP), 9866077909, 155.8448189517439, 69.75059894326344
7, Female, Chhattisgarh (CG), 7947185073, 161.44800429061283, 66.00630842997566
88, Male, Rajasthan (RJ), 9692430335, 153.92318044087074, 69.71931823032385
13, Male, Sikkim (SK), 8441762994, 169.10519052429294, 71.74972210615756
63, Female, Rajasthan (RJ), 7856132692, 141.9483453870834, 65.84680929616668
15, Female, Rajasthan (RJ), 7800606425, 152.4990043400119, 69.72273693207094
78, Male, Odisha(OR), 9153927368, 166.444368047247, 69.0355416052651
36, Male, Punjab (PB), 9221686558, 168.0166933533381, 73.00111215771616
99, Male, Tripura (TR), 6126276068, 167.40566946399522, 69.64661340033751
61, Female, Nagaland (NL), 7501067670, 158.09955539184193, 70.75435567181853
14, Female, Karnataka (KA), 8258505223, 162.44765626943132, 67.85062384039806
74, Female, Nagaland (NL), 8006299194, 140.776440864052, 66.73952850957411
87, Female, Karnataka (KA), 8656125176, 159.8836721397916, 77.40435189157998
77, Female, Maharashtra (MH), 6470348594, 145.91221639230463, 60.96979672424696
50, Female, Himachal Pradesh (HP), 7805262879, 155.9670661853947, 72.78681432175458
90, Male, Arunachal Pradesh (AR), 8577794464, 166.8693063824484, 82.46100352448632
74, Female, Rajasthan (RJ), 6231881981, 164.6213758694072, 63.85625966645613
35, Male, Gujarat (GJ), 6598429798, 178.73955175178222, 71.1195563085677
97, Female, Uttarakhand (UK), 9094059305, 166.12578772747705, 61.76893447242374
44, Male, Kerala (KL), 6218299195, 167.91004047541415, 68.42841481206679
97, Male, Jharkhand (JH), 7955312269, 162.41909471114585, 70.93884402145905
66, Male, Assam (AS), 8165963660, 167.48131618478186, 76.75503219060074
60, Male, Telangana (TS), 6063639337, 157.12084372929488, 66.80635654920826
70, Male, Goa (GA), 8924677103, 171.54913390641968, 78.25538553827079
41, Male, Tripura (TR), 8898074987, 161.68757468557703, 70.6131272967946
40, Female, Arunachal Pradesh (AR), 9388754869, 163.96820340079, 73.98896397160061
18, Female, Jharkhand (JH), 9098860649, 163.65846264733267, 69.89283028364267
81, Male, Tamil Nadu (TN), 9795748962, 156.33214173019678, 75.26874348847352
20, Female, Chhattisgarh (CG), 9530910138, 148.879224963781, 70.34947366329749
8, Female, Sikkim (SK), 8448744124, 161.51985512104577, 73.03698513451107
85, Female, Telangana (TS), 6715664511, 147.18008752036192, 71.43511790477118
32, Female, Mizoram (MZ), 7519545427, 174.98487450356458, 70.27106774399242
64, Male, Meghalaya (ML), 7699351761, 171.57148101718207, 69.51837615262701
5, Female, Rajasthan (RJ), 7518741226, 151.90532462251366, 66.74561230091678
80, Male, Gujarat (GJ), 8679329796, 158.52834756503825, 75.87497507601628
50, Female, Haryana (HR), 6843097726, 156.90851828526726, 75.9629857885211
58, Male, Maharashtra (MH), 8041863962, 159.849537986501, 59.00122890080782
72, Male, Goa (GA), 9923898778, 159.81423954455343, 77.98545964157907
59, Female, Karnataka (KA), 9649451480, 165.54326222195314, 66.39720854309537
39, Male, Madhya Pradesh (MP), 9742573562, 155.93833443024042, 65.7138296348525
59, Female, Himachal Pradesh (HP), 6117960468, 165.39030688610757, 70.65715223926374
62, Female, Tamil Nadu (TN), 9771655460, 169.1470382943401, 66.3404848198613
37, Male, West Bengal (WB), 9839056684, 163.1164444901984, 72.66833109597819
22, Female, Telangana (TS), 9527293226, 171.26731663680218, 68.33042904585957
46, Female, Arunachal Pradesh (AR), 9123311966, 147.49239721892906, 63.69722822410153
6, Female, Goa (GA), 8130378360, 169.53137956710506, 68.86923040186444
21, Male, Karnataka (KA), 8036614348, 167.5189274284, 68.5758504549522
39, Male, Arunachal Pradesh (AR), 8727604382, 175.23054636116038, 65.7918247838456
36, Female, Mizoram (MZ), 6658602695, 166.54252198840481, 61.34596196093742
98, Male, Mizoram (MZ), 7569359300, 149.9619479534046, 72.73485249519854
90, Female, Jharkhand (JH), 7873105392, 158.117438825567, 72.47293326845734
57, Male, Karnataka (KA), 9435013507, 165.60233566670848, 67.57119181560724
24, Male, Mizoram (MZ), 9187528307, 156.97967398834234, 70.83185910376956
99, Male, Haryana (HR), 7962876922, 153.59626183495948, 75.01948462391442
63, Male, Madhya Pradesh (MP), 7122853406, 159.22645454062558, 59.751395040805
94, Female, Goa (GA), 9394298398, 153.56879693575374, 71.68583536420637
59, Female, Odisha(OR), 8538763610, 154.54746627269301, 65.53739169570386
38, Female, Maharashtra (MH), 7605707758, 164.48572461066533, 67.76855548353241
33, Female, Bihar (BR), 9935579391, 156.42984098298925, 81.83006839922527
80, Male, Rajasthan (RJ), 8695805378, 139.97334183793055, 65.90856419975593
69, Female, Kerala (KL), 6604583012, 162.5489602741283, 56.331751303828995
50, Male, Bihar (BR), 6691797612, 156.37832037756684, 77.14353146125511
90, Female, Andhra Pradesh (AP), 9663745211, 162.89206644422651, 65.58412022710816
91, Male, Odisha(OR), 7402528629, 148.83356585320726, 70.86679828886948
80, Male, Telangana (TS), 6729360363, 154.07770350562984, 74.61769393919063
15, Male, Telangana (TS), 7253504357, 148.81623473482446, 71.83276228348203
38, Female, Goa (GA), 7359824872, 143.97395018964264, 71.42763086689186
50, Female, Jharkhand (JH), 8931367422, 158.28960262082163, 64.46341466855066
63, Female, Odisha(OR), 6398248076, 155.95116634448456, 66.51174416558344
7, Female, Manipur (MN), 6153060918, 148.59507617878066, 68.6004001557537
63, Female, Maharashtra (MH), 9025323664, 173.70800106550297, 67.41525776386086
11, Male, Uttarakhand (UK), 6958866355, 153.90310863662884, 65.92057879668175
61, Female, Andhra Pradesh (AP), 7795593393, 151.7833312882451, 68.57345394829937
3, Male, Bihar (BR), 9350189703, 171.31891353350218, 72.37843304264521
79, Male, Meghalaya (ML), 9383983454, 163.2653458800486, 57.293361193537464
25, Female, Himachal Pradesh (HP), 8554459592, 165.09114272069252, 63.69100669731669
67, Female, Kerala (KL), 7675710870, 156.1599744127163, 68.9683774965236
4, Male, Punjab (PB), 9714465834, 169.8924026788117, 69.35215423859364
64, Male, Uttar Pradesh (UP), 6300514886, 169.43339293507975, 65.87731091127075
9, Male, Haryana (HR), 8493833434, 149.73457767642392, 63.71411276360345
65, Male, Telangana (TS), 8188782089, 145.0581981732343, 64.1517298154873
51, Male, Rajasthan (RJ), 9641654324, 157.25140144987907, 69.37187768115481
15, Female, Bihar (BR), 6743435589, 139.16367907896085, 63.72345305616993
89, Male, Haryana (HR), 7745021040, 143.94271754046287, 69.75222421406336
85, Female, Rajasthan (RJ), 8908489433, 171.92554522975126, 66.61902535120886
38, Male, Mizoram (MZ), 6307079460, 158.45740778158313, 71.27329580612276
77, Female, Chhattisgarh (CG), 9743722337, 152.69040837265055, 69.76787679558782
25, Female, Goa (GA), 8279437577, 183.52255996941983, 69.13283097141068
76, Male, Kerala (KL), 8988760557, 173.87365784488702, 64.66849027810298
27, Male, Rajasthan (RJ), 7931560671, 142.88928784558826, 77.37312502538187
71, Male, Sikkim (SK), 8598620188, 151.79241344153542, 64.08586472937712
37, Female, Odisha(OR), 7664305181, 167.57414278237556, 68.09323187411744
96, Female, Kerala (KL), 6431263471, 179.10745937455002, 70.74596017252736
99, Male, West Bengal (WB), 8782438409, 148.26163355424015, 68.98660408685963
32, Male, Kerala (KL), 6778824297, 165.3769323496238, 71.55373470632107
27, Female, Maharashtra (MH), 6448576662, 165.40804053133627, 62.64483488418107
32, Female, Manipur (MN), 7672819841, 160.84403307396153, 71.60258931485302
98, Male, Goa (GA), 7858479840, 149.1310096672883, 67.81911759936024
8, Male, Nagaland (NL), 9527474698, 157.00133192479413, 76.50687800231506
22, Male, Punjab (PB), 8350525916, 174.761253526243, 67.53801685457988
36, Female, Madhya Pradesh (MP), 6830685914, 163.41398069147016, 73.73617407358982
75, Male, Punjab (PB), 8752845521, 156.37768925168623, 67.30242823135293
63, Male, Goa (GA), 8453667220, 170.7377542620437, 68.30680677736804
30, Male, Manipur (MN), 8725370132, 161.59666838834062, 73.70413327632716
22, Female, Manipur (MN), 8908097265, 155.6409428141504, 69.62541312278503
31, Female, Bihar (BR), 8123299512, 157.1661707984317, 67.52584843158591
19, Male, Telangana (TS), 8961517806, 154.3342441256285, 68.05278078215818
19, Female, Madhya Pradesh (MP), 6448742428, 176.1458178896023, 79.05574053085762
90, Male, Uttarakhand (UK), 8453103871, 158.31149643556807, 68.8347786000811
54, Female, Chhattisgarh (CG), 9720923823, 155.07655395939778, 67.18217771907766
8, Male, Goa (GA), 7591908353, 160.7988178334789, 69.67870527706604
33, Male, Mizoram (MZ), 8975801009, 155.04194750294138, 61.633717667927925
68, Female, Sikkim (SK), 7633841990, 163.33052331462054, 74.98890963875432
12, Male, Himachal Pradesh (HP), 7786302239, 174.87227757106965, 67.05538388075774
61, Female, Assam (AS), 6744074925, 144.410615142094, 66.33923471423473
82, Male, Arunachal Pradesh (AR), 9347201273, 162.42078410375166, 72.9168981338021
35, Female, Nagaland (NL), 7841103495, 149.9672787487205, 68.54319315123206
48, Male, Jammu and Kashmir (JK), 8804559633, 166.47161362491426, 74.6845243197639
55, Female, Assam (AS), 9682894440, 156.70091149267657, 68.898462876085
97, Male, Himachal Pradesh (HP), 7548210463, 167.58866420198862, 69.51588616292315
47, Male, Mizoram (MZ), 8449250528, 142.09666092980353, 71.54137694799532
40, Female, Odisha(OR), 7853690856, 149.21124465033506, 69.97470240429921
25, Male, West Bengal (WB), 6546638965, 154.70605851275891, 73.8659512039616
57, Male, Nagaland (NL), 7335724023, 167.4134917505677, 76.35692683058296
72, Male, Punjab (PB), 7122356109, 149.9792276156749, 68.79330336869354
3, Female, Karnataka (KA), 9871439816, 146.0107714006177, 62.0777153874261
7, Male, Haryana (HR), 9347207613, 160.3240175554661, 67.01985225869906
72, Female, Karnataka (KA), 7460342606, 166.44205747612634, 74.82562617549102
2, Male, Madhya Pradesh (MP), 8616942965, 170.20354949813682, 77.40863259870305
6, Female, Jammu and Kashmir (JK), 6437562537, 154.41974367510457, 77.4457627565606
26, Female, Maharashtra (MH), 9688698947, 168.71484602481715, 65.24773209150622
48, Female, Punjab (PB), 7195576404, 146.040022069641, 71.34620262393089
20, Male, Mizoram (MZ), 6043643706, 154.79367640234494, 64.84851906161627
93, Female, Chhattisgarh (CG), 6341771057, 156.13574825174643, 74.02913954826369
24, Female, Haryana (HR), 7340343188, 159.8617793152059, 69.48406586847636
67, Female, Jammu and Kashmir (JK), 9380935467, 153.63038764225368, 72.18138730135142
30, Female, Sikkim (SK), 7255108902, 153.8977894964613, 63.74125018370193
38, Male, Rajasthan (RJ), 6402613695, 154.8530633761917, 68.68379427889411
53, Female, Tamil Nadu (TN), 8346372757, 141.1773779950763, 61.70211449778755
27, Female, Chhattisgarh (CG), 9791156529, 154.42668110149225, 66.94691866175936
23, Male, Uttar Pradesh (UP), 8717956063, 146.0166965132479, 78.46462872390077
43, Female, Nagaland (NL), 9837997568, 162.77958974865862, 67.72531618245033
43, Male, Gujarat (GJ), 9400402672, 154.25096935560993, 61.05744370260141
19, Female, Haryana (HR), 8323013545, 157.03382666046494, 62.52407455705717
37, Female, Madhya Pradesh (MP), 7859051883, 140.88770525713693, 68.14678814771374
18, Female, Andhra Pradesh (AP), 8832473168, 167.15430652342135, 71.10438021307272
2, Female, Uttar Pradesh (UP), 7813193750, 146.4602822682098, 65.0833551045387
61, Male, Gujarat (GJ), 7289031481, 161.30674129132322, 67.41010199516654
44, Male, Madhya Pradesh (MP), 6498622538, 166.96752713870396, 60.065780314871716
96, Male, Bihar (BR), 8026635577, 173.27377602591326, 67.18950595888461
31, Female, Punjab (PB), 8008358197, 168.99888603639536, 85.35601057938598
86, Female, Rajasthan (RJ), 9341337428, 160.08590520558263, 71.6901942357601
72, Male, Nagaland (NL), 9819704817, 157.3302552454216, 80.00266081009545
37, Male, Karnataka (KA), 9182242262, 173.127879894407, 71.09111976031944
74, Female, Bihar (BR), 7594161091, 154.03038306669987, 74.05880657411024
56, Female, Goa (GA), 7079478864, 167.52598573193362, 72.59654109698563
50, Male, Tripura (TR), 6343814964, 165.86507339154292, 75.35911251484045
55, Male, Sikkim (SK), 7515648141, 160.78802577004157, 64.65652488305535
90, Male, Uttarakhand (UK), 8691494774, 145.1063760081756, 74.02876233894958
76, Female, Himachal Pradesh (HP), 7097543606, 156.6060118661937, 67.27844000265621
86, Male, Mizoram (MZ), 9084267486, 141.23914332551686, 68.46577998686453
96, Female, Mizoram (MZ), 8132740963, 164.58437922023356, 78.13375337181941
77, Female, Tamil Nadu (TN), 9545979847, 160.78743540157825, 66.82951063598546
41, Male, Manipur (MN), 7140209883, 149.05461805835807, 58.06952380581192
24, Female, West Bengal (WB), 9785166549, 162.57301467087507, 68.19617474072648
78, Male, Himachal Pradesh (HP), 6906782631, 158.60920564859472, 73.2054637619853
10, Male, Himachal Pradesh (HP), 8025864923, 175.57183205012757, 79.74718927221886
98, Female, West Bengal (WB), 7284713412, 147.10336160357986, 82.37942653771115
32, Female, Odisha(OR), 8712445200, 147.49673119671832, 70.23954030401056
2, Male, Tamil Nadu (TN), 9857895188, 163.72626831922796, 64.80887340941716
60, Female, Tamil Nadu (TN), 9356354952, 162.19757266271964, 68.2951676177342
80, Male, Kerala (KL), 9481127913, 184.0872913960027, 65.93405279294278
12, Female, Chhattisgarh (CG), 9010998647, 151.93606895123887, 69.7628062340805
30, Female, Tripura (TR), 6569474465, 153.2525624019629, 60.98419198718989
88, Male, Assam (AS), 8653634201, 161.58756597453169, 69.10011931456445
75, Male, Bihar (BR), 9605473396, 157.74154715896407, 73.27177803697981
42, Male, Mizoram (MZ), 8247115809, 161.71584180837957, 71.93788781957157
49, Female, Kerala (KL), 7618201679, 175.34718489385054, 58.1838724638458
27, Male, Bihar (BR), 9502711949, 163.18429749293128, 73.94886518463339
16, Male, Assam (AS), 8445714789, 138.05186517494386, 79.77659879765248
96, Male, Goa (GA), 9903821093, 154.40305580502914, 72.57554572847026
78, Male, Chhattisgarh (CG), 7190136047, 138.5546028594398, 70.67202297457605
42, Female, Jammu and Kashmir (JK), 9718737317, 165.33399618437414, 72.89471119934034
69, Male, Mizoram (MZ), 8379074035, 156.6853784170445, 69.19002215992703
54, Female, Punjab (PB), 7131499503, 148.1458517384568, 61.85944294753196
21, Male, Karnataka (KA), 7281874975, 147.71957216298452, 65.75328432332032
88, Female, Punjab (PB), 9395885185, 161.23200051267614, 67.96017695406465
56, Female, Andhra Pradesh (AP), 9007020850, 157.82039722375603, 68.29288217667093
61, Male, Jharkhand (JH), 9324033143, 159.6354332742816, 75.79789488341152
94, Male, Meghalaya (ML), 9518465863, 142.65364434867033, 62.83018872235369
86, Female, Gujarat (GJ), 7422687883, 170.0222924795493, 66.55397674287234
67, Male, Karnataka (KA), 6241079876, 167.82546295932272, 64.28919475495937
19, Male, Telangana (TS), 9326614942, 161.96314214811832, 67.46602340827047
73, Female, Tripura (TR), 8458094911, 155.20888804075378, 86.32955635017994
30, Female, Rajasthan (RJ), 8386671323, 171.73814878995503, 73.61018571832076
72, Male, Nagaland (NL), 7747764010, 177.07729092734502, 66.3536078972014
98, Male, Kerala (KL), 8488523321, 166.7280820811415, 67.05049826187394
72, Female, Tripura (TR), 9513461748, 170.336591240534, 64.53556337048155
97, Female, Uttarakhand (UK), 8700871549, 159.79015246742458, 61.62630071460844
3, Female, Kerala (KL), 8644548145, 151.9063345755187, 72.98815619493627
66, Male, Gujarat (GJ), 9437815747, 174.63608408093899, 68.43104935674305
47, Male, Chhattisgarh (CG), 6275961263, 164.16491009965, 68.43615555149431
2, Male, Manipur (MN), 8834655891, 143.21925325033516, 74.02466420557995
53, Female, Rajasthan (RJ), 7045462921, 152.74954316155424, 68.63878522713908
82, Male, Uttarakhand (UK), 8155788135, 167.6713198501161, 66.7703321458179
61, Male, Chhattisgarh (CG), 7645370255, 163.98591603457248, 67.78662702075412
42, Female, West Bengal (WB), 6812108416, 158.88325287304392, 62.25106464931095
74, Female, Haryana (HR), 8529449443, 149.25696848377058, 73.16884857368996
92, Male, Rajasthan (RJ), 8269628753, 168.4353964769184, 65.25366608696919
93, Female, Mizoram (MZ), 9752294715, 136.7945293145224, 71.6255685903989
77, Female, Karnataka (KA), 9105630141, 170.17895238241957, 67.84981135089444
4, Male, Arunachal Pradesh (AR), 9024267950, 153.51894612567605, 64.78987306891881
62, Female, Goa (GA), 7819744669, 163.12962484210237, 69.16980957192759
56, Female, Odisha(OR), 9507721865, 149.2686425622751, 66.88023199443556
57, Male, Telangana (TS), 6565504263, 165.9220991044295, 72.57320702474915
15, Female, Tripura (TR), 9151888678, 147.9384098311539, 73.07445414835227
97, Male, Odisha(OR), 8333965336, 160.37718274050104, 68.58403601413686
13, Male, Nagaland (NL), 9311000082, 166.16159114692263, 67.99606915690369
60, Female, Tripura (TR), 6206674196, 159.62402934794324, 69.25870689157593
60, Male, Tamil Nadu (TN), 8535178474, 155.24566932694142, 70.79757722689806
22, Female, Uttarakhand (UK), 8241199007, 138.31660634747365, 79.3148527665371
29, Female, Andhra Pradesh (AP), 6294070798, 168.72010874146622, 82.35088982536706
44, Male, Rajasthan (RJ), 6909525604, 156.41322197953738, 64.93770401762872
85, Male, Madhya Pradesh (MP), 9591856293, 142.93564371771154, 80.17545612413004
77, Male, Arunachal Pradesh (AR), 6779569180, 159.2398544390136, 71.90867966825606
78, Female, Uttar Pradesh (UP), 6251643400, 154.56887095249408, 63.966729695847455
26, Female, Bihar (BR), 7893581887, 149.71077648313377, 70.11205748715346
63, Male, Telangana (TS), 6037595680, 173.19282865170482, 59.10254260343239
35, Female, Karnataka (KA), 6765566701, 142.08846281557925, 72.79793337012053
65, Male, Himachal Pradesh (HP), 9256112500, 176.9838269458353, 78.00276064106922
80, Male, Maharashtra (MH), 9321406863, 162.64378885984894, 67.69188179642696
55, Female, Karnataka (KA), 9184417538, 155.52906215385843, 62.77515128528236
94, Male, Chhattisgarh (CG), 6525226047, 175.00937709750858, 72.32213951955309
16, Male, Rajasthan (RJ), 7335421321, 185.2746315587964, 71.58800458950783
99, Female, West Bengal (WB), 8859882266, 154.94677922968395, 74.46656539289818
53, Female, Bihar (BR), 6468865649, 175.38805263781893, 64.11248141278038
67, Male, Sikkim (SK), 7340876642, 173.7480133967678, 65.89935831897199
12, Female, Himachal Pradesh (HP), 8041364993, 147.3152863857684, 70.30111267720531
75, Male, Sikkim (SK), 7463597758, 153.24240945484507, 65.86730780775027
34, Female, Jammu and Kashmir (JK), 7806102064, 157.7845725667575, 65.44908750163793
42, Male, Jammu and Kashmir (JK), 9965243774, 161.04061594450636, 68.43684810879489
11, Male, Uttar Pradesh (UP), 8093647828, 167.21148653358114, 62.79972793148167
94, Female, Kerala (KL), 7432391096, 188.2023009085145, 67.1281599906834
8, Female, Madhya Pradesh (MP), 7808097669, 142.7013581360871, 73.38220814746093
52, Male, West Bengal (WB), 9794916444, 143.77411326617516, 74.75706097878177
63, Male, Odisha(OR), 8688122260, 148.28949344130967, 70.60910866538278
76, Male, Andhra Pradesh (AP), 9934284559, 176.86030167259514, 64.85093133258816
90, Male, West Bengal (WB), 8812796986, 143.77511329729487, 73.37407689845733
98, Female, Punjab (PB), 7768621613, 160.04351911602993, 58.209848525193024
50, Male, Jammu and Kashmir (JK), 8273982870, 161.28630330473976, 71.77265399974925
25, Male, Sikkim (SK), 6476529066, 161.3692307377977, 67.56775793517208
34, Male, Mizoram (MZ), 6765066358, 184.8274817986112, 67.48033414704304
10, Male, Tripura (TR), 9712622014, 163.56164181551105, 63.876818979974736
38, Male, Madhya Pradesh (MP), 6746782108, 162.35454264042917, 68.21624052988753
94, Female, Haryana (HR), 7200561229, 163.08644033800357, 71.10863598934912
41, Female, Sikkim (SK), 9690005151, 167.29269572340948, 62.40217077154242
21, Female, Kerala (KL), 9163755647, 141.82821641017446, 62.417160416979264
47, Male, Haryana (HR), 8089573531, 171.50813003378846, 58.25227351113619
11, Female, Himachal Pradesh (HP), 6914431659, 160.26169924719096, 62.210110341924874
69, Female, Kerala (KL), 7906040975, 161.39937374435561, 60.016666295907456
24, Male, Gujarat (GJ), 6095165753, 154.67869812836392, 76.24835231116327
83, Female, Punjab (PB), 9000286531, 153.08752172669952, 70.65757333752241
6, Male, Tripura (TR), 8942386506, 160.50015678548914, 70.70584914531341
90, Female, Sikkim (SK), 9845060025, 149.69700733684633, 64.07178269327274
50, Male, Tripura (TR), 7486419300, 146.4746813031621, 65.9919211605599
72, Female, Karnataka (KA), 8885631540, 174.05831282337277, 66.88014571129773
33, Female, Uttarakhand (UK), 9023403645, 164.80796062364877, 75.96903327854923
13, Male, Bihar (BR), 7461670467, 162.61084144139184, 75.92881174738464
68, Female, Assam (AS), 9711465570, 168.36549218817407, 68.95078590902197
88, Male, Nagaland (NL), 6924290382, 152.36891702242355, 79.14694386683746
95, Female, Goa (GA), 7240587469, 177.96036215782806, 69.597903151272
44, Female, Chhattisgarh (CG), 7266616400, 158.5518242276037, 77.16139311945832
51, Male, Rajasthan (RJ), 9883937195, 161.69553555950156, 67.19200239372417
92, Female, Punjab (PB), 7822670537, 157.13638274179306, 65.25512220474732
64, Male, Karnataka (KA), 9936426756, 152.61273835229667, 85.61212245277764
21, Male, Gujarat (GJ), 9642453831, 168.03235851924674, 74.83898941837106
64, Male, Punjab (PB), 6426433832, 172.72689559473568, 67.5851445840162
2, Male, Punjab (PB), 6493712680, 172.1788710849354, 75.94625533364857
66, Female, Uttar Pradesh (UP), 7050263614, 184.26427599667164, 73.2657621345104
25, Male, Uttar Pradesh (UP), 6586576657, 166.0932569610679, 71.36306882601912
61, Female, Nagaland (NL), 9797953265, 162.90740257720418, 71.40961470704251
21, Female, Jharkhand (JH), 7564244316, 151.58263398756918, 74.29285696220639
31, Male, Telangana (TS), 9262068407, 161.21207755159136, 59.02430799591989
84, Female, West Bengal (WB), 6574687671, 155.92191859481557, 77.60597377940215
9, Female, Manipur (MN), 7609995017, 151.17135282218516, 67.44257881555353
48, Female, Jammu and Kashmir (JK), 6690718974, 167.74538698803659, 65.92865859765165
